CS1,DEP_ACTU,DEP_ANTE,nb_ind,pct_ind_RES,pct_ind_DCRAN,cas_MIG
6,02,74,4.10821965231803,5.35019536326822e-05,4.51453609667712e-05,MIG
6,02,75,38.3315847973823,0.000499197912005416,0.000417893167621625,MIG
6,02,76,4,5.209259305548e-05,2.61307013145677e-05,MIG
6,02,77,169.489683228885,0.00220728927388614,0.00128811408212137,MIG
6,02,80,124.875957831955,0.00162627811343833,0.00166483910360516,MIG
6,02,81,18.0238643828361,0.000234727458145561,0.000484195399613392,MIG
6,02,83,11.9627479490469,0.000155792640183745,0.000144758689791859,MIG
6,02,84,2.72936446665498,3.55449181153863e-05,4.59194116514521e-05,MIG
6,02,85,4.90815842841068,6.39196749157555e-05,5.26019977558105e-05,MIG
6,02,86,2.89502665128556,3.77023613075469e-05,6.38816216783008e-05,MIG
6,02,87,3.55863076911597,4.6344576122567e-05,9.2092479250086e-05,MIG
6,02,88,9.984317305634,0.000130027244584795,0.000191999326432959,MIG
6,02,89,3.9944794713104,5.20206983918604e-05,9.22662793843063e-05,MIG
6,02,91,12.0964321673004,0.000157533629578599,0.000117063678862946,MIG
6,02,92,25.6311281558702,0.00033379798214415,0.000334352634188099,MIG
6,02,93,78.0396213909665,0.00101632155983084,0.000457514372341194,MIG
6,02,94,33.9701924683651,0.000442398853067718,0.000337475940600742,MIG
6,02,95,30.0044590521367,0.000390752518813192,0.000276244702372133,MIG
6,02,972,9.57391397110952,0.000124682501111296,0.000256867033703264,MIG
6,03,01,5,0.000126203700840993,6.42087960808193e-05,MIG
6,03,03,38438.468542653,0.970215396948579,0.970639725595815,ISO
6,03,04,9.77416440831074,0.000246707144191426,0.000646331813589985,MIG
6,03,08,5.21406727828746,0.00013160691739076,0.000131317820566933,MIG
6,03,11,8.16570004230336,0.000206108313059227,0.000239404945230252,MIG
6,03,12,4.99255626955431,0.000126015815574931,0.000174354837641526,MIG
6,03,13,11.7866910936446,0.000297504807337503,7.17832580131276e-05,MIG
6,03,14,5,0.000126203700840993,6.48050982872533e-05,MIG
6,03,15,7.61499698407124,0.000192208160256558,0.000466606485304935,MIG
6,03,17,5,0.000126203700840993,7.59209541967448e-05,MIG
6,03,18,54.7488417813183,0.00138190128991207,0.00147334929050146,MIG
6,03,21,20.6891314468923,0.000522208991156715,0.000347571027891367,MIG
6,03,23,27.9201280300302,0.00070472469706883,0.00232684618457006,MIG
6,03,24,4,0.000100962960672794,8.65067263331781e-05,MIG
6,03,25,9.04541985668079,0.000228313092314744,0.000121105886693888,MIG
6,03,26,6.90066145869872,0.000174177802867717,0.000121518853542525,MIG
6,03,27,10.7245179232608,0.000270694770330213,0.000129309014145409,MIG
6,03,28,3.83590165058719,9.68209968732353e-05,7.18899954113523e-05,MIG
6,03,29,1.0502869386775,2.65100197212115e-05,1.05611235767081e-05,MIG
6,03,30,12.9203420191831,0.000326118995790458,0.000189162724670565,MIG
6,03,33,10.6503009502748,0.000268821478999005,7.21780722024439e-05,MIG
6,03,35,3.2046310995991,8.08872609199094e-05,2.87056654553706e-05,MIG
6,03,36,13.7191982186645,0.000346282717553324,0.000480417695083784,MIG
6,03,37,8.0000997824185,0.000201928439927687,0.000124043731447021,MIG
6,03,38,31.4369888557003,0.000793492867377284,0.000248659058011095,MIG
6,03,39,2.90837638786343,7.34095727173848e-05,7.85314133263536e-05,MIG
6,03,41,2.74841358168284,6.93719930900046e-05,6.52509967769854e-05,MIG
6,03,42,40.2361017647873,0.00101558899002619,0.000450343809027027,MIG
6,03,43,18.2874750012001,0.000461589404837719,0.000648998443618488,MIG
6,03,44,6.02678855294518,0.000152120603913563,4.31372340412204e-05,MIG
6,03,45,5.15444015444015,0.000130101884650753,6.38414724821966e-05,MIG
6,03,47,3.74049969758745,9.44129809660302e-05,9.43876495752589e-05,MIG
6,03,49,9.97973490556856,0.000251895895698958,9.29912153154662e-05,MIG
6,03,50,5.0132625994695,0.000126538458668157,8.05205618097791e-05,MIG
6,03,51,11.1783052797956,0.000282148699088124,0.000157941310971014,MIG
6,03,52,4.00004989120925,0.000100964219963844,0.000155493075550806,MIG
6,03,54,9.04994597913364,0.000228427334995546,0.000113932467923303,MIG
6,03,56,6.12509488265325,0.000154601928438613,7.09747979493119e-05,MIG
