"id","type_mob","value"
496,"immob",1
497,"immob",1
498,"immob",1
499,"immob",1
500,"immob",1
501,"immob",1
502,"immob",1
503,"immob",1
504,"immob",1
505,"immob",1
506,"immob",1
507,"immob",1
508,"immob",1
509,"immob",1
510,"immob",1
511,"immob",1
512,"immob",1
513,"immob",1
514,"immob",1
515,"immob",1
516,"immob",1
517,"immob",1
518,"immob",1
519,"immob",1
520,"immob",1
521,"immob",1
522,"immob",1
523,"immob",1
524,"immob",1
525,"immob",1
526,"immob",1
527,"immob",1
528,"immob",1
529,"immob",1
530,"immob",1
531,"immob",1
532,"immob",1
533,"immob",1
534,"immob",1
535,"immob",1
536,"immob",1
537,"immob",1
538,"immob",1
539,"immob",1
540,"immob",1
541,"immob",1
542,"immob",1
543,"immob",1
544,"immob",1
545,"immob",1
546,"immob",1
547,"immob",1
548,"immob",1
549,"immob",1
550,"immob",1
551,"immob",1
552,"immob",1
553,"immob",1
554,"immob",1
555,"immob",1
556,"immob",1
557,"immob",1
558,"immob",1
559,"immob",1
560,"immob",1
561,"immob",1
562,"immob",1
563,"immob",1
564,"immob",1
565,"immob",1
566,"immob",1
567,"immob",1
568,"immob",1
569,"immob",1
570,"immob",1
571,"immob",1
572,"immob",1
573,"immob",1
574,"immob",1
575,"immob",1
576,"immob",1
577,"immob",1
578,"immob",1
579,"immob",1
580,"immob",1
581,"immob",1
582,"immob",1
583,"immob",1
584,"immob",1
585,"immob",1
586,"immob",1
587,"immob",1
588,"immob",1
589,"immob",1
590,"immob",1
591,"immob",1
592,"immob",1
593,"immob",1
594,"immob",1
595,"immob",1
596,"immob",1
597,"immob",1
598,"immob",1
599,"immob",1
600,"immob",1
601,"immob",1
602,"immob",1
603,"immob",1
604,"immob",1
605,"immob",1
606,"immob",1
607,"immob",1
608,"immob",1
609,"immob",1
610,"immob",1
611,"immob",1
612,"immob",1
613,"immob",1
614,"immob",1
615,"immob",1
616,"immob",1
617,"immob",1
618,"immob",1
619,"immob",1
620,"immob",1
621,"immob",1
622,"immob",1
623,"immob",1
624,"immob",1
625,"immob",1
626,"immob",1
627,"immob",1
628,"immob",1
629,"immob",1
630,"immob",1
631,"immob",1
632,"immob",1
633,"immob",1
634,"immob",1
635,"immob",1
636,"immob",1
637,"immob",1
638,"immob",1
639,"immob",1
640,"immob",1
641,"immob",1
642,"immob",1
643,"immob",1
644,"immob",1
645,"immob",1
646,"immob",1
647,"immob",1
648,"immob",1
649,"immob",1
650,"immob",1
651,"immob",1
652,"immob",1
653,"immob",1
654,"immob",1
655,"immob",1
656,"immob",1
657,"immob",1
658,"immob",1
659,"immob",1
660,"immob",1
661,"immob",1
662,"immob",1
663,"immob",1
664,"immob",1
665,"immob",1
666,"immob",1
667,"immob",1
668,"immob",1
669,"immob",1
670,"immob",1
671,"immob",1
672,"immob",1
673,"immob",1
674,"immob",1
675,"immob",1
676,"immob",1
677,"immob",1
678,"immob",1
679,"immob",1
680,"immob",1
681,"immob",1
682,"immob",1
683,"immob",1
684,"immob",1
685,"immob",1
686,"immob",1
687,"immob",1
688,"immob",1
689,"immob",1
690,"immob",1
691,"immob",1
692,"immob",1
693,"immob",1
694,"immob",1
695,"immob",1
696,"immob",1
697,"immob",1
698,"immob",1
699,"immob",1
700,"immob",1
701,"immob",1
702,"immob",1
703,"immob",1
704,"immob",1
705,"immob",1
706,"immob",1
707,"immob",1
708,"immob",1
709,"immob",1
710,"immob",1
711,"immob",1
712,"immob",1
713,"immob",1
714,"immob",1
715,"immob",1
716,"immob",1
717,"immob",1
718,"immob",1
719,"immob",1
720,"immob",1
721,"immob",1
722,"immob",1
723,"immob",1
724,"immob",1
725,"immob",1
726,"immob",1
727,"immob",1
728,"immob",1
729,"immob",1
730,"immob",1
731,"immob",1
732,"immob",1
733,"immob",1
734,"immob",1
735,"immob",1
736,"immob",1
737,"immob",1
738,"immob",1
739,"immob",1
740,"immob",1
741,"immob",1
742,"immob",1
743,"immob",1
744,"immob",1
745,"immob",1
746,"immob",1
747,"immob",1
748,"immob",1
749,"immob",1
750,"immob",1
751,"immob",1
752,"immob",1
753,"immob",1
754,"immob",1
755,"immob",1
756,"immob",1
757,"immob",1
758,"immob",1
759,"immob",1
760,"immob",1
761,"immob",1
762,"immob",1
763,"immob",1
764,"immob",1
765,"immob",1
766,"immob",1
767,"immob",1
768,"immob",1
769,"immob",1
770,"immob",1
771,"immob",1
772,"immob",1
773,"immob",1
774,"immob",1
775,"immob",1
776,"immob",1
777,"immob",1
778,"immob",1
779,"immob",1
780,"immob",1
781,"immob",1
782,"immob",1
783,"immob",1
784,"immob",1
785,"immob",1
786,"immob",1
787,"immob",1
788,"immob",1
789,"immob",1
790,"immob",1
791,"immob",1
792,"immob",1
793,"immob",1
794,"immob",1
795,"immob",1
796,"immob",1
797,"immob",1
798,"immob",1
799,"immob",1
800,"immob",1
801,"immob",1
802,"immob",1
803,"immob",1
804,"immob",1
805,"immob",1
806,"immob",1
807,"immob",1
808,"immob",1
809,"immob",1
810,"immob",1
811,"immob",1
812,"immob",1
813,"immob",1
814,"immob",1
815,"immob",1
816,"immob",1
817,"immob",1
818,"immob",1
819,"immob",1
820,"immob",1
821,"immob",1
822,"immob",1
823,"immob",1
824,"immob",1
825,"immob",1
826,"immob",1
827,"immob",1
828,"immob",1
829,"immob",1
830,"immob",1
831,"immob",1
832,"immob",1
833,"immob",1
834,"immob",1
835,"immob",1
836,"immob",1
837,"immob",1
838,"immob",1
839,"immob",1
840,"immob",1
841,"immob",1
842,"immob",1
843,"immob",1
844,"immob",1
845,"immob",1
846,"immob",1
847,"immob",1
848,"immob",1
849,"immob",1
850,"immob",1
851,"immob",1
852,"immob",1
853,"immob",1
854,"immob",1
855,"immob",1
856,"immob",1
857,"immob",1
858,"immob",1
859,"immob",1
860,"immob",1
861,"immob",1
862,"immob",1
863,"immob",1
864,"immob",1
865,"immob",1
866,"immob",1
867,"immob",1
868,"immob",1
869,"immob",1
870,"immob",1
871,"immob",1
872,"immob",1
873,"immob",1
874,"immob",1
875,"immob",1
876,"immob",1
877,"immob",1
878,"immob",1
879,"immob",1
880,"immob",1
881,"immob",1
882,"immob",1
883,"immob",1
884,"immob",1
885,"immob",1
886,"immob",1
887,"immob",1
888,"immob",1
889,"immob",1
890,"immob",1
891,"immob",1
892,"immob",1
893,"immob",1
894,"immob",1
895,"immob",1
896,"immob",1
897,"immob",1
898,"immob",1
899,"immob",1
900,"immob",1
901,"immob",1
902,"immob",1
903,"immob",1
904,"immob",1
905,"immob",1
906,"immob",1
907,"immob",1
908,"immob",1
909,"immob",1
910,"immob",1
911,"immob",1
912,"immob",1
913,"immob",1
914,"immob",1
915,"immob",1
916,"immob",1
917,"immob",1
918,"immob",1
919,"immob",1
920,"immob",1
921,"immob",1
922,"immob",1
923,"immob",1
924,"immob",1
925,"immob",1
926,"immob",1
927,"immob",1
928,"immob",1
929,"immob",1
930,"immob",1
931,"immob",1
932,"immob",1
933,"immob",1
934,"immob",1
935,"immob",1
936,"immob",1
937,"immob",1
938,"immob",1
939,"immob",1
940,"immob",1
941,"immob",1
942,"immob",1
943,"immob",1
944,"immob",1
945,"immob",1
946,"immob",1
947,"immob",1
948,"immob",1
949,"immob",1
950,"immob",1
951,"immob",1
952,"immob",1
953,"immob",1
954,"immob",1
955,"immob",1
956,"immob",1
957,"immob",1
958,"immob",1
959,"immob",1
960,"immob",1
961,"immob",1
962,"immob",1
963,"immob",1
964,"immob",1
965,"immob",1
966,"immob",1
967,"immob",1
968,"immob",1
969,"immob",1
970,"immob",1
971,"immob",1
972,"immob",1
973,"immob",1
974,"immob",1
975,"immob",1
976,"immob",1
977,"immob",1
978,"immob",1
979,"immob",1
980,"immob",1
981,"immob",1
982,"immob",1
983,"immob",1
984,"immob",1
985,"immob",1
986,"immob",1
987,"immob",1
988,"immob",1
989,"immob",1
990,"immob",1
991,"immob",1
992,"immob",1
993,"immob",1
994,"immob",1
995,"immob",1
996,"immob",1
997,"immob",1
998,"immob",1
999,"immob",1
1000,"immob",1
