"id","type_mob","value"
438,"immob",0
439,"immob",0
440,"immob",0
441,"immob",0
442,"immob",0
443,"immob",0
444,"immob",0
445,"immob",0
446,"immob",0
447,"immob",0
448,"immob",0
449,"immob",0
450,"immob",0
451,"immob",0
452,"immob",0
453,"immob",0
454,"immob",0
455,"immob",0
456,"immob",0
457,"immob",0
458,"immob",0
459,"immob",0
460,"immob",0
461,"immob",0
462,"immob",0
463,"immob",0
464,"immob",0
465,"immob",0
466,"immob",0
467,"immob",0
468,"immob",0
469,"immob",0
470,"immob",0
471,"immob",0
472,"immob",0
473,"immob",0
474,"immob",0
475,"immob",0
476,"immob",0
477,"immob",0
478,"immob",0
479,"immob",0
480,"immob",0
481,"immob",0
482,"immob",0
483,"immob",0
484,"immob",0
485,"immob",0
486,"immob",0
487,"immob",0
488,"immob",0
489,"immob",0
490,"immob",0
491,"immob",0
492,"immob",0
493,"immob",0
494,"immob",0
495,"immob",0
496,"immob",0
497,"immob",0
498,"immob",0
499,"immob",0
500,"immob",0
501,"immob",0
502,"immob",0
503,"immob",0
504,"immob",0
505,"immob",0
506,"immob",0
507,"immob",0
508,"immob",0
509,"immob",0
510,"immob",0
511,"immob",0
512,"immob",0
513,"immob",0
514,"immob",0
515,"immob",0
516,"immob",0
517,"immob",0
518,"immob",0
519,"immob",0
520,"immob",0
521,"immob",0
522,"immob",0
523,"immob",0
524,"immob",0
525,"immob",0
526,"immob",0
527,"immob",0
528,"immob",0
529,"immob",0
530,"immob",0
531,"immob",0
532,"immob",0
533,"immob",0
534,"immob",0
535,"immob",0
536,"immob",0
537,"immob",0
538,"immob",0
539,"immob",0
540,"immob",0
541,"immob",0
542,"immob",0
543,"immob",0
544,"immob",0
545,"immob",0
546,"immob",0
547,"immob",0
548,"immob",0
549,"immob",0
550,"immob",0
551,"immob",0
552,"immob",0
553,"immob",0
554,"immob",0
555,"immob",0
556,"immob",0
